Date,ProductName,Quantity,UnitPrice,StoreLocation,ProductID,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerID,CustomerFeedback,DeliveryTime_min,OrderType,StaffID,DayOfWeek,TotalSales
2023-01-01 23:00:00,Pizza Margherita,3,17.777618553109214,East,5,Credit Card,True,Cloudy,33.61194764519638,Poor,23,Neutral,29,Phone Order,23,Sunday,53.33285565932764
2023-01-02 00:00:00,Red Velvet Cake,4,11.058467962551855,East,1,Online,False,Rainy,21.837221252754457,Good,24,Neutral,56,Online Order,24,Monday,44.23387185020742
2023-01-02 01:00:00,Pizza Margherita,2,6.1642196709716135,East,5,Credit Card,False,Cloudy,28.01054169806985,Excellent,25,Neutral,26,Phone Order,25,Monday,12.328439341943229
2023-01-02 02:00:00,Pizza Margherita,1,13.138015527983772,East,5,Cash,False,Rainy,33.191940402678384,Good,26,Unknown,15,Online Order,26,Monday,13.138015527983772
2023-01-02 03:00:00,Carrot Cake,5,17.926137423774428,East,3,Cash,True,Sunny,26.150356801126144,Average,27,Unknown,31,Phone Order,27,Monday,89.63068711887215
2023-01-02 04:00:00,Vanilla Cake,1,13.854283144297396,West,0,Online,False,Sunny,27.229923765993007,Average,28,Positive,55,Phone Order,28,Monday,13.854283144297396
2023-01-02 05:00:00,Red Velvet Cake,5,8.394186623213477,North,1,Credit Card,True,Cloudy,21.05691016500437,Good,29,Negative,42,Phone Order,29,Monday,41.970933116067386
2023-01-02 06:00:00,Pizza Beef Double decker,3,10.76359430206072,North,6,Online,True,Cloudy,24.172154606733663,Average,30,Positive,21,Phone Order,30,Monday,32.29078290618216
2023-01-02 07:00:00,Pizza Margherita,4,11.751850417728985,East,5,Cash,True,Rainy,27.154342182681738,Average,31,Neutral,23,Phone Order,31,Monday,47.00740167091593
2023-01-02 08:00:00,Carrot Cake,3,13.688995307307902,West,3,Online,False,Rainy,34.1768367311733,Excellent,32,Positive,36,Phone Order,32,Monday,41.0669859219237
2023-01-02 09:00:00,Pizza Pepperoni,2,16.390265386289194,South,4,Credit Card,False,Sunny,24.240010408117385,Poor,33,Negative,40,Online Order,33,Monday,32.78053077257839
2023-01-02 10:00:00,Chocolate Cake,1,6.483104264609532,South,2,Online,False,Rainy,26.91303102904478,Average,34,Negative,26,Online Order,34,Monday,6.483104264609532
2023-01-02 11:00:00,Vanilla Cake,5,18.344780495263496,West,0,Credit Card,True,Sunny,30.0695663534642,Poor,35,Positive,21,In Store,35,Monday,91.72390247631748
2023-01-02 12:00:00,Fruit Cake,5,5.184645545241134,East,8,Credit Card,False,Cloudy,27.154342182681738,Good,36,Positive,29,Phone Order,36,Monday,25.923227726205667
2023-01-02 13:00:00,Pizza Pepperoni,1,10.550785020113828,North,4,Cash,True,Rainy,27.29663580712812,Good,37,Positive,52,Online Order,37,Monday,10.550785020113828
2023-01-02 14:00:00,Chocolate Cake,1,5.411304649589865,West,2,Cash,True,Cloudy,31.078085592138613,Average,38,Negative,35,Phone Order,38,Monday,5.411304649589865
2023-01-02 15:00:00,Pizza Pepperoni,2,10.894613380179369,South,4,Cash,True,Rainy,33.00282819540599,Good,39,Neutral,28,Phone Order,39,Monday,21.789226760358737
2023-01-02 16:00:00,Red Velvet Cake,3,12.887188983099858,South,1,Credit Card,True,Sunny,29.3938891199364,Excellent,40,Unknown,16,Online Order,40,Monday,38.66156694929957
2023-01-02 17:00:00,Pizza Margherita,5,12.675220798722677,South,5,Online,True,Cloudy,30.035802729754217,Average,41,Neutral,22,Phone Order,41,Monday,63.37610399361338
2023-01-02 18:00:00,Vanilla Cake,2,7.48442520542398,East,0,Credit Card,True,Cloudy,27.154342182681738,Average,42,Negative,59,Online Order,42,Monday,14.96885041084796
2023-01-02 19:00:00,Cheesecake,3,14.686107651434185,South,7,Cash,False,Rainy,34.186647458695205,Average,43,Positive,20,Online Order,43,Monday,44.05832295430256
2023-01-02 20:00:00,Pizza Margherita,2,5.671676757570023,West,5,Cash,True,Cloudy,21.98861116226724,Good,44,Positive,51,In Store,44,Monday,11.343353515140048
2023-01-02 21:00:00,Cheesecake,5,16.42860230198623,West,7,Online,False,Sunny,27.154342182681738,Good,45,Negative,51,In Store,45,Monday,82.14301150993116
2023-01-02 22:00:00,Chocolate Cake,1,19.1996665099032,South,2,Cash,True,Cloudy,23.972244826674785,Average,46,Positive,47,In Store,46,Monday,19.1996665099032
2023-01-02 23:00:00,Carrot Cake,1,10.096532407266768,West,3,Cash,False,Cloudy,34.00389715551877,Poor,47,Neutral,55,In Store,47,Monday,10.096532407266768
2023-01-03 00:00:00,Fruit Cake,3,12.758590725714978,South,8,Cash,False,Rainy,30.799393090542196,Good,48,Negative,20,Phone Order,48,Tuesday,38.27577217714493
2023-01-03 01:00:00,Pizza Beef Double decker,4,10.683654170882216,South,6,Online,False,Cloudy,31.30720569467553,Good,49,Negative,40,Phone Order,49,Tuesday,42.73461668352886
2023-01-03 02:00:00,Pizza Margherita,3,5.100655854560899,North,5,Credit Card,False,Rainy,23.28588759589825,Average,50,Positive,53,In Store,50,Tuesday,15.301967563682698
2023-01-03 03:00:00,Vanilla Cake,4,10.78811754342674,East,0,Cash,True,Rainy,26.64559964952741,Poor,51,Negative,55,Online Order,51,Tuesday,43.15247017370696
2023-01-03 04:00:00,Pizza Pepperoni,2,16.875803888920196,East,4,Online,True,Cloudy,29.26719791883929,Average,52,Positive,51,Online Order,52,Tuesday,33.75160777784039
2023-01-03 05:00:00,Vanilla Cake,2,13.939832632752228,North,0,Cash,True,Sunny,27.154342182681738,Good,53,Positive,28,Online Order,53,Tuesday,27.879665265504453
2023-01-03 06:00:00,Chocolate Cake,5,6.518898719227384,North,2,Online,True,Rainy,21.559390638685844,Average,54,Negative,51,Online Order,54,Tuesday,32.594493596136914
2023-01-03 07:00:00,Cheesecake,4,17.707092345406778,East,7,Cash,False,Cloudy,34.435479746817926,Average,55,Positive,22,Phone Order,55,Tuesday,70.82836938162711
2023-01-03 08:00:00,Pizza Pepperoni,5,12.966280173278642,South,4,Online,False,Rainy,33.35331005831834,Average,56,Unknown,53,Online Order,56,Tuesday,64.83140086639321
2023-01-03 09:00:00,Pizza Beef Double decker,1,17.62585042617014,South,6,Cash,False,Sunny,27.154342182681738,Poor,57,Neutral,27,Online Order,57,Tuesday,17.62585042617014
2023-01-03 10:00:00,Pizza Beef Double decker,4,13.70332278177544,East,6,Credit Card,True,Sunny,32.34140364548498,Average,58,Positive,27,In Store,58,Tuesday,54.81329112710176
2023-01-03 11:00:00,Pizza Margherita,3,13.395326672569098,South,5,Cash,False,Rainy,27.154342182681738,Good,59,Unknown,54,Online Order,59,Tuesday,40.185980017707294
2023-01-03 12:00:00,Chocolate Cake,1,6.5788877779551855,North,2,Online,True,Sunny,26.92709722343028,Average,60,Positive,57,Phone Order,60,Tuesday,6.5788877779551855
2023-01-03 13:00:00,Carrot Cake,1,7.510395997079419,South,3,Cash,False,Cloudy,24.71651158717108,Poor,61,Neutral,42,Online Order,61,Tuesday,7.510395997079419
2023-01-03 14:00:00,Chocolate Cake,3,19.580378847448863,South,2,Credit Card,False,Cloudy,28.71452879947389,Excellent,62,Negative,32,Online Order,62,Tuesday,58.7411365423466
2023-01-03 15:00:00,Cheesecake,1,8.427301201321562,West,7,Cash,False,Rainy,27.154342182681738,Poor,63,Positive,33,Phone Order,63,Tuesday,8.427301201321562
2023-01-03 16:00:00,Vanilla Cake,4,19.66178176985552,West,0,Online,False,Sunny,26.16399357444137,Average,64,Positive,52,In Store,64,Tuesday,78.64712707942208
2023-01-03 17:00:00,Pizza Beef Double decker,5,12.97869059786395,West,6,Online,False,Cloudy,29.438287895124382,Excellent,65,Positive,46,Phone Order,65,Tuesday,64.89345298931975
2023-01-03 18:00:00,Vanilla Cake,1,7.0368357059590565,South,0,Credit Card,True,Cloudy,30.48969381732956,Average,66,Positive,36,In Store,66,Tuesday,7.0368357059590565
2023-01-03 19:00:00,Vanilla Cake,4,6.489533041305394,East,0,Online,False,Cloudy,30.66682725522929,Poor,67,Unknown,16,Online Order,67,Tuesday,25.958132165221578
2023-01-03 20:00:00,Vanilla Cake,2,8.1329610605861,North,0,Cash,True,Rainy,20.779491471967702,Excellent,68,Positive,27,In Store,68,Tuesday,16.2659221211722
2023-01-03 21:00:00,Pizza Beef Double decker,4,18.88455995038004,South,6,Cash,True,Rainy,27.154342182681738,Excellent,69,Negative,37,In Store,69,Tuesday,75.53823980152015
2023-01-03 22:00:00,Red Velvet Cake,5,11.212253364923402,East,1,Cash,True,Cloudy,26.87379972147572,Average,70,Negative,39,In Store,70,Tuesday,56.06126682461701
2023-01-03 23:00:00,Cheesecake,4,10.931514019893717,South,7,Online,True,Cloudy,23.93624122544322,Average,71,Neutral,42,Online Order,71,Tuesday,43.72605607957486
2023-01-04 00:00:00,Cheesecake,3,9.69809391605261,North,7,Cash,True,Sunny,23.626467612195224,Poor,72,Positive,25,In Store,72,Wednesday,29.09428174815783
2023-01-04 01:00:00,Pizza Pepperoni,5,7.2059277584988255,South,4,Cash,True,Sunny,27.245211692659257,Average,73,Neutral,47,In Store,73,Wednesday,36.029638792494126
2023-01-04 02:00:00,Chocolate Cake,2,12.317767957886096,North,2,Cash,True,Sunny,33.30247309203439,Excellent,74,Neutral,38,Online Order,74,Wednesday,24.635535915772195
2023-01-04 03:00:00,Chocolate Cake,3,6.95071673766708,South,2,Credit Card,True,Rainy,25.675213725239704,Good,75,Unknown,16,Phone Order,75,Wednesday,20.85215021300124
2023-01-04 04:00:00,Fruit Cake,4,17.532203545734916,North,8,Online,False,Cloudy,31.24588620175315,Good,76,Neutral,44,Phone Order,76,Wednesday,70.12881418293966
2023-01-04 05:00:00,Chocolate Cake,5,10.555954794129596,South,2,Online,False,Rainy,21.45228096480828,Poor,77,Negative,31,Phone Order,77,Wednesday,52.77977397064799
2023-01-04 06:00:00,Pizza Beef Double decker,2,10.622053516726943,North,6,Online,True,Cloudy,27.14085053226593,Average,78,Neutral,54,Online Order,78,Wednesday,21.24410703345389
2023-01-04 07:00:00,Carrot Cake,3,12.110096427247338,West,3,Credit Card,True,Sunny,34.875292105891035,Poor,79,Positive,48,Online Order,79,Wednesday,36.33028928174201
2023-01-04 08:00:00,Pizza Margherita,2,11.661915697486275,South,5,Online,True,Sunny,31.556567041885053,Good,80,Neutral,52,Phone Order,80,Wednesday,23.32383139497255
2023-01-04 09:00:00,Fruit Cake,4,19.92286959588982,South,8,Credit Card,False,Sunny,23.157927326609197,Good,81,Negative,36,In Store,81,Wednesday,79.69147838355929
2023-01-04 10:00:00,Pizza Margherita,2,13.180716818274538,East,5,Credit Card,False,Sunny,27.52162210546866,Average,82,Negative,19,Phone Order,82,Wednesday,26.36143363654908
2023-01-04 11:00:00,Cheesecake,1,6.3230255568480604,East,7,Online,True,Cloudy,23.5043714547285,Excellent,83,Negative,54,Online Order,83,Wednesday,6.3230255568480604
2023-01-04 12:00:00,Pizza Margherita,3,14.10316012365395,North,5,Cash,True,Sunny,26.14341390893764,Average,84,Neutral,30,In Store,84,Wednesday,42.30948037096185
2023-01-04 13:00:00,Pizza Margherita,2,7.273764393048199,South,5,Cash,False,Cloudy,31.70126035602447,Good,85,Neutral,27,In Store,85,Wednesday,14.547528786096398
2023-01-04 14:00:00,Fruit Cake,4,5.46406467097013,North,8,Online,False,Cloudy,31.56837222935605,Excellent,86,Negative,40,Online Order,86,Wednesday,21.85625868388052
2023-01-04 15:00:00,Pizza Pepperoni,4,19.56113230515872,West,4,Online,True,Rainy,23.421505668535776,Poor,87,Unknown,45,In Store,87,Wednesday,78.24452922063489
2023-01-04 16:00:00,Vanilla Cake,2,16.603083373018457,East,0,Credit Card,True,Sunny,27.154342182681738,Good,88,Positive,53,Phone Order,88,Wednesday,33.206166746036914
2023-01-04 17:00:00,Chocolate Cake,4,19.701634886206502,North,2,Online,True,Sunny,28.8885227414724,Poor,89,Neutral,37,Online Order,89,Wednesday,78.80653954482602
2023-01-04 18:00:00,Chocolate Cake,5,12.168176720333635,North,2,Credit Card,True,Rainy,25.698864364430214,Excellent,90,Neutral,26,Online Order,90,Wednesday,60.84088360166818
2023-01-04 19:00:00,Pizza Beef Double decker,5,12.983862967234645,East,6,Online,False,Cloudy,27.52903371171291,Poor,91,Negative,28,Online Order,91,Wednesday,64.91931483617321
2023-01-04 20:00:00,Fruit Cake,5,7.525054338786953,South,8,Cash,False,Sunny,29.076068801566155,Good,92,Neutral,32,Online Order,92,Wednesday,37.62527169393477
2023-01-04 21:00:00,Pizza Beef Double decker,1,8.703611400013784,North,6,Cash,True,Cloudy,28.398357977686786,Average,93,Neutral,41,In Store,93,Wednesday,8.703611400013784
2023-01-04 22:00:00,Carrot Cake,2,17.57823822354242,East,3,Online,True,Rainy,27.296075533042675,Poor,94,Negative,42,Online Order,94,Wednesday,35.15647644708484
2023-01-04 23:00:00,Carrot Cake,1,10.342784706763911,South,3,Credit Card,True,Cloudy,27.573992061341,Good,95,Negative,32,Online Order,95,Wednesday,10.342784706763911
2023-01-05 00:00:00,Pizza Beef Double decker,4,17.402224606946284,West,6,Cash,False,Sunny,22.646178656418293,Good,96,Neutral,30,In Store,96,Thursday,69.60889842778514
2023-01-05 01:00:00,Fruit Cake,1,15.635205864305476,East,8,Credit Card,True,Cloudy,27.154342182681738,Excellent,97,Positive,30,Online Order,97,Thursday,15.635205864305476
2023-01-05 02:00:00,Pizza Beef Double decker,4,7.6575638790779825,North,6,Online,True,Cloudy,28.126404799115228,Good,98,Unknown,27,In Store,98,Thursday,30.63025551631193
2023-01-05 03:00:00,Chocolate Cake,4,12.611695491796132,West,2,Online,True,Sunny,21.966197925570548,Average,99,Positive,43,In Store,99,Thursday,50.44678196718453
2023-01-05 04:00:00,Red Velvet Cake,3,15.160809822780752,South,1,Cash,False,Sunny,27.154342182681738,Average,100,Unknown,23,Online Order,100,Thursday,45.48242946834226
2023-01-05 05:00:00,Pizza Margherita,5,8.525558222057377,South,5,Online,True,Cloudy,33.98665967566026,Poor,101,Positive,40,Phone Order,101,Thursday,42.627791110286886
2023-01-05 06:00:00,Red Velvet Cake,4,17.46032765780115,East,1,Cash,False,Cloudy,34.20960348855444,Poor,102,Negative,42,Online Order,102,Thursday,69.8413106312046
2023-01-05 07:00:00,Fruit Cake,3,13.172414863177805,East,8,Credit Card,True,Rainy,27.154342182681738,Poor,103,Negative,55,Phone Order,103,Thursday,39.517244589533405
2023-01-05 08:00:00,Red Velvet Cake,5,7.478630756639048,East,1,Cash,True,Sunny,22.03275310341131,Poor,104,Negative,27,In Store,104,Thursday,37.39315378319524
2023-01-05 09:00:00,Carrot Cake,4,13.744766392469035,South,3,Cash,True,Cloudy,27.77599439949598,Average,105,Neutral,50,Phone Order,105,Thursday,54.97906556987615
2023-01-05 10:00:00,Cheesecake,4,19.99570706233871,West,7,Credit Card,False,Sunny,21.68913844023831,Excellent,106,Negative,23,Online Order,106,Thursday,79.98282824935484
2023-01-05 11:00:00,Pizza Margherita,1,7.257822374951203,South,5,Cash,True,Rainy,34.00981127768926,Poor,107,Negative,28,Online Order,107,Thursday,7.257822374951203
2023-01-05 12:00:00,Vanilla Cake,1,17.25135395179292,North,0,Cash,True,Cloudy,22.75369441032719,Excellent,108,Neutral,26,Phone Order,108,Thursday,17.25135395179292
2023-01-05 13:00:00,Fruit Cake,5,8.10963504781337,South,8,Online,False,Cloudy,23.791487899267462,Good,109,Neutral,46,Online Order,109,Thursday,40.54817523906685
2023-01-05 14:00:00,Pizza Margherita,4,16.73582494190131,North,5,Credit Card,False,Cloudy,26.099547903274555,Good,110,Positive,52,Phone Order,110,Thursday,66.94329976760524
2023-01-05 15:00:00,Red Velvet Cake,2,16.0186688468212,West,1,Cash,False,Sunny,25.74746702838689,Poor,111,Neutral,17,In Store,111,Thursday,32.0373376936424
2023-01-05 16:00:00,Carrot Cake,1,9.507340784006486,East,3,Credit Card,True,Rainy,27.154342182681738,Good,112,Neutral,30,Phone Order,112,Thursday,9.507340784006486
2023-01-05 17:00:00,Pizza Pepperoni,5,9.887346763466748,East,4,Credit Card,False,Sunny,26.84475230826444,Excellent,113,Negative,34,Phone Order,113,Thursday,49.43673381733375
2023-01-05 18:00:00,Vanilla Cake,4,16.887820879443787,South,0,Cash,True,Cloudy,22.56152390005005,Excellent,114,Unknown,46,Phone Order,114,Thursday,67.55128351777515
2023-01-05 19:00:00,Pizza Margherita,4,11.92168267830969,East,5,Online,False,Rainy,24.00814843229111,Good,115,Positive,37,Phone Order,115,Thursday,47.68673071323876
2023-01-05 20:00:00,Carrot Cake,2,15.962270430677131,West,3,Credit Card,False,Cloudy,27.63670077781283,Poor,116,Neutral,31,In Store,116,Thursday,31.924540861354263
2023-01-05 21:00:00,Carrot Cake,5,7.219762210487522,East,3,Cash,False,Cloudy,22.211808761392025,Excellent,117,Negative,30,In Store,117,Thursday,36.09881105243761
2023-01-05 22:00:00,Red Velvet Cake,4,17.7883667285233,South,1,Credit Card,True,Sunny,29.174835134690213,Excellent,118,Unknown,52,In Store,118,Thursday,71.1534669140932
2023-01-05 23:00:00,Chocolate Cake,1,15.663270750234789,West,2,Online,True,Cloudy,28.486209598267187,Average,119,Negative,22,Phone Order,119,Thursday,15.663270750234789
2023-01-06 00:00:00,Red Velvet Cake,2,18.604142132522508,North,1,Online,True,Rainy,30.720534745733865,Poor,120,Negative,33,In Store,120,Friday,37.208284265045016
2023-01-06 01:00:00,Chocolate Cake,5,6.985585685524587,South,2,Online,True,Cloudy,34.065569230690514,Average,121,Neutral,44,Online Order,121,Friday,34.92792842762293
2023-01-06 02:00:00,Chocolate Cake,2,13.895217505408963,North,2,Cash,True,Cloudy,33.68381841651733,Good,122,Negative,48,In Store,122,Friday,27.79043501081793
2023-01-06 03:00:00,Vanilla Cake,1,13.986808775604878,West,0,Cash,True,Sunny,27.154342182681738,Good,123,Positive,28,Phone Order,123,Friday,13.986808775604878
2023-01-06 04:00:00,Red Velvet Cake,5,10.301911108201736,South,1,Online,True,Rainy,23.67073395535552,Average,124,Positive,36,Online Order,124,Friday,51.50955554100868
2023-01-06 05:00:00,Pizza Pepperoni,2,11.876996368538869,South,4,Cash,True,Sunny,21.97347959959032,Poor,125,Unknown,58,Phone Order,125,Friday,23.75399273707773
2023-01-06 06:00:00,Pizza Beef Double decker,3,5.569723449347802,West,6,Online,True,Cloudy,24.53415050744673,Excellent,126,Negative,31,Online Order,126,Friday,16.709170348043408
2023-01-06 07:00:00,Pizza Beef Double decker,1,16.18790057940518,East,6,Cash,False,Sunny,33.42627759149472,Good,127,Unknown,29,Phone Order,127,Friday,16.18790057940518
2023-01-06 08:00:00,Red Velvet Cake,1,13.239837191047611,South,1,Online,False,Sunny,34.58080211935233,Poor,128,Negative,46,Phone Order,128,Friday,13.239837191047611
2023-01-06 09:00:00,Red Velvet Cake,1,5.866115778037607,South,1,Credit Card,True,Sunny,32.88987426605714,Poor,129,Unknown,27,Online Order,129,Friday,5.866115778037607
2023-01-06 10:00:00,Vanilla Cake,3,15.211338394407283,North,0,Online,True,Sunny,21.650265816913155,Good,130,Neutral,35,In Store,130,Friday,45.63401518322185
2023-01-06 11:00:00,Red Velvet Cake,3,12.00173115846782,East,1,Online,True,Cloudy,34.2114199708969,Good,131,Negative,54,Online Order,131,Friday,36.00519347540346
2023-01-06 12:00:00,Chocolate Cake,4,5.516918891375,North,2,Cash,True,Cloudy,26.35037041026179,Poor,132,Neutral,47,Online Order,132,Friday,22.0676755655
2023-01-06 13:00:00,Carrot Cake,2,19.54411590272143,North,3,Cash,False,Rainy,20.139654361435305,Excellent,133,Negative,41,Online Order,133,Friday,39.08823180544286
2023-01-06 14:00:00,Carrot Cake,4,19.236682146341607,East,3,Cash,False,Sunny,26.635906111222905,Average,134,Negative,49,Online Order,134,Friday,76.94672858536643
2023-01-06 15:00:00,Chocolate Cake,2,12.693536242207964,East,2,Cash,True,Sunny,20.69103754513201,Good,135,Positive,30,Online Order,135,Friday,25.387072484415928
2023-01-06 16:00:00,Fruit Cake,3,6.405086310588652,West,8,Cash,False,Rainy,27.154342182681738,Average,136,Neutral,42,Phone Order,136,Friday,19.21525893176596
2023-01-06 17:00:00,Chocolate Cake,3,16.319318323978877,East,2,Cash,False,Sunny,25.07831041155577,Poor,137,Positive,48,Phone Order,137,Friday,48.95795497193663
2023-01-06 18:00:00,Pizza Pepperoni,4,12.378966501585936,South,4,Credit Card,True,Rainy,27.101524003910733,Average,138,Unknown,15,In Store,138,Friday,49.51586600634374
2023-01-06 19:00:00,Cheesecake,5,9.5367121743407,East,7,Online,True,Cloudy,27.154342182681738,Excellent,139,Unknown,55,In Store,139,Friday,47.6835608717035
2023-01-06 20:00:00,Pizza Margherita,4,12.371272662928352,West,5,Online,True,Rainy,27.154342182681738,Poor,140,Unknown,45,Online Order,140,Friday,49.485090651713406
2023-01-06 21:00:00,Chocolate Cake,2,12.836662181081966,West,2,Online,True,Sunny,29.92852364707893,Excellent,141,Neutral,50,In Store,141,Friday,25.67332436216393
2023-01-06 22:00:00,Red Velvet Cake,4,13.440675485335088,West,1,Credit Card,False,Rainy,26.510733027172712,Poor,142,Positive,58,In Store,142,Friday,53.76270194134035
2023-01-06 23:00:00,Red Velvet Cake,1,11.6183557048299,East,1,Online,True,Cloudy,32.291417805055474,Excellent,143,Neutral,47,Online Order,143,Friday,11.6183557048299
2023-01-07 00:00:00,Vanilla Cake,2,14.08632954708585,East,0,Credit Card,False,Sunny,33.58373206359698,Poor,144,Neutral,47,Phone Order,144,Saturday,28.1726590941717
2023-01-07 01:00:00,Chocolate Cake,2,18.78102065909566,North,2,Credit Card,True,Cloudy,21.79639949648296,Excellent,145,Negative,53,Phone Order,145,Saturday,37.56204131819132
2023-01-07 02:00:00,Vanilla Cake,5,10.434021306478868,North,0,Credit Card,False,Cloudy,27.97899466329187,Poor,146,Positive,32,In Store,146,Saturday,52.17010653239434
2023-01-07 03:00:00,Chocolate Cake,3,15.885746948299236,South,2,Online,True,Rainy,24.267679396136664,Excellent,147,Neutral,37,Phone Order,147,Saturday,47.65724084489771
2023-01-07 04:00:00,Pizza Margherita,2,18.416788352363483,North,5,Credit Card,True,Cloudy,20.70591796815421,Poor,148,Positive,37,Phone Order,148,Saturday,36.833576704726966
2023-01-07 05:00:00,Cheesecake,3,11.839689136399054,South,7,Online,False,Sunny,30.02820042670978,Excellent,149,Positive,29,In Store,149,Saturday,35.51906740919716
2023-01-07 06:00:00,Carrot Cake,4,11.65183754572856,West,3,Online,False,Cloudy,27.154342182681738,Good,150,Neutral,40,Online Order,150,Saturday,46.607350182914246
2023-01-07 07:00:00,Pizza Beef Double decker,1,14.031754780321693,North,6,Cash,False,Cloudy,22.44353981716091,Average,151,Positive,44,In Store,151,Saturday,14.031754780321693
2023-01-07 08:00:00,Chocolate Cake,5,13.87110139133732,East,2,Cash,True,Rainy,32.18620486435851,Poor,152,Negative,39,In Store,152,Saturday,69.35550695668661
2023-01-07 09:00:00,Cheesecake,3,17.098840134894154,North,7,Credit Card,False,Cloudy,32.800936003054126,Excellent,153,Negative,59,In Store,153,Saturday,51.29652040468246
2023-01-07 10:00:00,Carrot Cake,2,12.14725075667439,South,3,Credit Card,False,Rainy,33.71510663999725,Good,154,Negative,30,Online Order,154,Saturday,24.29450151334878
2023-01-07 11:00:00,Fruit Cake,3,19.941844244591618,North,8,Online,False,Rainy,23.979276336290788,Poor,155,Negative,53,Online Order,155,Saturday,59.82553273377485
